stateCode,facilityName,facilityId,unitId,associatedStacks,year,countOpTime,sumOpTime,grossLoad,steamLoad,so2Mass,so2Rate,co2Mass,co2Rate,noxMass,noxRate,heatInput,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
AL,Plant H. Allen Franklin,7710,2A,,2021,6622,6568.0,1722444.5,,3.551,0.001,703392.1,0.059,53.672,0.0114,11835938.5,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,Plant H. Allen Franklin,7710,2B,,2021,6496,6446.25,1711944.75,,3.475,0.001,688422.525,0.059,51.906,0.0112,11584063.475,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,Plant H. Allen Franklin,7710,3A,,2021,7533,7494.0,2026099.75,,4.181,0.001,828190.825,0.059,58.515,0.0096,13935915.6,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,Plant H. Allen Franklin,7710,3B,,2021,7362,7280.0,1954775.0,,3.976,0.001,787685.225,0.059,61.715,0.0123,13254353.025,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,Theodore Cogeneration,7721,CC1,,2021,8293,8292.25,1969044.75,,3.61,0.001,715077.65,0.059,41.293,0.0072,12032654.775,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
MO,Essex Power Plant,7749,1,,2021,399,364.26,35569.89,,0.124,0.001,24519.082,0.0589,20.358,0.1022,412555.203,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,Nodaway Power Plant,7754,1,,2021,87,81.72,6980.35,,0.025,0.001,4958.467,0.059,3.65,0.0865,83435.405,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,Nodaway Power Plant,7754,2,,2021,65,60.83,5721.86,,0.02,0.001,3945.389,0.059,2.847,0.0853,66389.573,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
OK,Chouteau Power Plant,7757,1,,2021,5313,5168.75,984495.94,,2.151,0.001,426067.825,0.059,100.94,0.0289,7169414.31,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
OK,Chouteau Power Plant,7757,2,,2021,5968,5868.68,1113143.48,,2.429,0.001,481058.966,0.059,113.95,0.0285,8094750.389,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
OK,Chouteau Power Plant,7757,3,,2021,6057,5922.99,1236148.14,,2.51,0.001,497109.377,0.059,20.102,0.0061,8364834.413,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
OK,Chouteau Power Plant,7757,4,,2021,6193,6078.34,1271466.07,,2.594,0.001,513890.766,0.059,20.622,0.0059,8647211.722,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
IN,Georgetown Substation,7759,GT1,,2021,1312,1199.92,71609.33,,0.28,0.001,55423.85,0.059,11.827,0.0253,932606.691,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Georgetown Substation,7759,GT2,,2021,1305,1146.21,75936.73,,0.274,0.001,54279.373,0.0591,12.001,0.0256,913352.251,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Georgetown Substation,7759,GT3,,2021,1527,1342.32,90100.5,,0.327,0.001,64756.89,0.0591,16.725,0.029,1089650.746,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Georgetown Substation,7759,GT4,,2021,1513,1398.02,83174.08,,0.319,0.001,63268.946,0.059,13.487,0.0254,1064607.922,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Tilton Power Station,7760,1,CP01,2021,1426,1242.35,41020.24,,0.124,0.001,24546.8,0.059,20.952,0.107,413057.11,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Tilton Power Station,7760,2,CP01,2021,1425,1234.34,40276.86,,0.124,0.001,24466.953,0.0591,19.835,0.1064,411705.596,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Tilton Power Station,7760,3,CP01,2021,1332,1167.24,38812.77,,0.117,0.001,23123.621,0.059,22.76,0.1201,389104.84,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Tilton Power Station,7760,4,CP01,2021,1218,1057.65,34276.77,,0.108,0.001,21441.521,0.0591,22.532,0.1224,360785.181,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
TX,Calpine Hidalgo Energy Center,7762,HRSG1,,2021,6026,5914.66,1216822.25,,2.552,0.001,505531.397,0.059,169.241,0.042,8506537.815,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Calpine Hidalgo Energy Center,7762,HRSG2,,2021,6309,6176.28,1271935.41,,2.733,0.001,541397.401,0.059,165.257,0.0388,9110018.476,Pipeline Natural Gas,,Combined cycle,,Dry Low NOx Burners,,,"ARP, CSOSG2"
IN,Henry County Generating Station,7763,1,,2021,2079,1844.74,63618.63,,0.201,0.001,39847.695,0.0593,29.338,0.097,670520.827,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Henry County Generating Station,7763,2,,2021,1789,1576.56,54385.46,,0.173,0.001,34294.542,0.0592,25.418,0.097,577093.123,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Henry County Generating Station,7763,3,,2021,1684,1487.47,52027.25,,0.164,0.001,32555.062,0.0592,24.205,0.0971,547815.548,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Omega JV2 Hamilton,7782,P001,,2021,120,94.69,2335.16,,0.009,0.0008,1835.1,0.0591,10.877,0.7002,31077.1,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Omega JV2 Bowling Green,7783,P001,,2021,113,89.18,2222.95,,0.008,0.0008,1770.8,0.0589,10.513,0.7,30037.9,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Alsey Station,7818,ACT1,,2021,134,115.52,2733.6,,0.013,0.001,,,4.195,0.1971,44777.713,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"CSNOX, CSOSG3, CSSO2G1"
IL,Alsey Station,7818,ACT2,,2021,82,68.14,1526.11,,0.008,0.001,,,2.791,0.2116,26412.245,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"CSNOX, CSOSG3, CSSO2G1"
IL,Alsey Station,7818,ACT5,,2021,116,97.4,1942.0,,0.01,0.001,,,4.997,0.2854,34361.243,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG3, CSSO2G1"
IL,Alsey Station,7818,ACT6,,2021,1084,943.88,39556.49,,0.22,0.0016,22104.45,0.0608,17.777,0.1077,363613.185,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
AR,Fulton,7825,CT1,,2021,1047,952.81,129425.48,,0.412,0.001,81604.187,0.059,39.646,0.0675,1373155.23,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
MD,Rock Springs Generating Facility,7835,1,,2021,389,347.01,55824.02,,0.174,0.001,34486.962,0.059,9.408,0.039,580295.424,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
MD,Rock Springs Generating Facility,7835,2,,2021,435,387.51,61267.07,,0.191,0.001,37883.442,0.059,10.675,0.0401,637466.741,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
MD,Rock Springs Generating Facility,7835,3,,2021,341,298.31,46902.2,,0.147,0.001,29164.791,0.059,8.783,0.0454,490744.884,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
MD,Rock Springs Generating Facility,7835,4,,2021,498,446.93,72087.89,,0.226,0.001,44712.091,0.059,12.377,0.04,752365.793,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Marsh Run Generation Facility,7836,EU1,,2021,1772,1578.54,246630.49,,0.756,0.001,149673.896,0.0594,40.491,0.0404,2511975.266,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Marsh Run Generation Facility,7836,EU2,,2021,1555,1365.46,207033.01,,0.648,0.001,128420.826,0.0594,37.984,0.0455,2149597.096,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Marsh Run Generation Facility,7836,EU3,,2021,1636,1443.5,219400.85,,0.682,0.001,135180.25,0.0593,39.476,0.0452,2266846.406,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Louisa Generation Facility,7837,EU1,,2021,999,876.76,65536.29,,0.248,0.001,47029.442,0.0594,12.429,0.0382,788267.117,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Louisa Generation Facility,7837,EU2,,2021,976,851.75,62447.82,,0.22,0.001,42813.777,0.0593,9.875,0.0358,718952.158,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Louisa Generation Facility,7837,EU3,,2021,1029,902.29,67286.97,,0.24,0.001,46283.222,0.0593,12.776,0.0403,775982.453,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Louisa Generation Facility,7837,EU4,,2021,1084,947.39,71882.09,,0.253,0.001,49250.183,0.0593,13.903,0.0424,827224.139,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Louisa Generation Facility,7837,EU5,,2021,1615,1422.67,219933.7,,0.727,0.001,135321.756,0.0596,43.274,0.0523,2260139.01,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Remington Combustion Turbine Station,7838,1,,2021,1358,1214.12,162221.79,,0.569,0.0012,98685.252,0.0592,27.406,0.0428,1658686.466,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Remington Combustion Turbine Station,7838,2,,2021,711,618.55,83150.67,,0.706,0.0021,51566.802,0.0599,15.815,0.049,855669.497,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Remington Combustion Turbine Station,7838,3,,2021,1228,1093.9,147079.04,,0.638,0.0012,90390.298,0.0592,22.638,0.0356,1516237.617,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Remington Combustion Turbine Station,7838,4,,2021,899,798.14,105210.86,,0.689,0.0017,65528.535,0.0596,18.567,0.042,1093070.477,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Ladysmith Combustion Turbine Sta,7839,1,,2021,645,568.28,80815.34,,1.075,0.0031,51164.725,0.0612,16.512,0.0509,832485.872,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Ladysmith Combustion Turbine Sta,7839,2,,2021,704,618.34,86961.9,,1.07,0.0029,53675.265,0.061,17.962,0.0532,875565.555,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Ladysmith Combustion Turbine Sta,7839,3,,2021,497,447.4,67739.94,,1.432,0.0047,43403.378,0.0629,16.133,0.052,687931.994,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Ladysmith Combustion Turbine Sta,7839,4,,2021,1104,997.49,147153.03,,0.538,0.0012,89544.996,0.0592,21.735,0.033,1503852.202,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Ladysmith Combustion Turbine Sta,7839,5,,2021,697,630.52,93357.71,,0.873,0.0024,57617.277,0.0606,16.94,0.0405,947062.754,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
IL,Freedom Power Project,7842,CT1,,2021,57,45.33,1680.89,,0.005,0.001,1046.924,0.0593,0.835,0.0967,17614.517,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
TN,Lagoon Creek,7845,LCC1,,2021,5549,5535.61,1457683.98,,2.816,0.001,557767.181,0.059,49.292,0.0118,9385534.074,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCC2,,2021,4946,4919.41,1292092.5,,2.471,0.001,489501.697,0.059,43.416,0.0122,8236805.818,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT1,,2021,364,320.53,21850.61,,0.138,0.0019,16270.817,0.0595,4.498,0.0389,272914.959,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT10,,2021,347,304.67,21792.79,,0.122,0.0017,15592.692,0.0594,4.755,0.0422,261707.406,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT11,,2021,341,298.41,21044.6,,0.133,0.0017,15297.448,0.0594,4.647,0.0436,256541.267,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT12,,2021,257,227.95,14739.44,,0.084,0.0016,11827.611,0.0593,3.126,0.0385,198650.443,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT2,,2021,380,334.02,23611.3,,0.111,0.0016,15918.416,0.0593,4.411,0.0396,267377.238,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT3,,2021,363,313.86,22201.14,,0.108,0.0014,15715.537,0.0592,4.021,0.0363,263984.951,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT4,,2021,437,373.23,26166.25,,0.187,0.0026,18851.02,0.0598,4.965,0.0387,315768.461,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT5,,2021,334,284.56,19365.65,,0.109,0.0016,14320.576,0.0593,3.633,0.0375,240402.626,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT6,,2021,361,310.68,21929.34,,0.082,0.001,16139.178,0.059,4.133,0.0378,271578.647,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT7,,2021,254,216.81,14794.42,,0.077,0.0018,10728.162,0.0594,2.938,0.0399,180153.725,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT8,,2021,320,273.28,18636.99,,0.086,0.0018,12570.151,0.0594,3.519,0.0414,211177.105,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
TN,Lagoon Creek,7845,LCT9,,2021,377,332.19,23749.14,,0.146,0.0017,16768.108,0.0594,4.528,0.039,281211.384,Diesel Oil,Pipeline Natural Gas,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,Holden Power Plant,7848,1,,2021,416,341.87,24453.36,,0.097,0.001,19130.143,0.0592,4.429,0.0385,321527.585,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,Holden Power Plant,7848,2,,2021,636,539.95,40659.93,,0.171,0.0011,33493.595,0.0624,9.748,0.0442,528415.141,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,Holden Power Plant,7848,3,,2021,439,374.85,28323.16,,0.126,0.0011,24964.773,0.0649,8.668,0.0489,373078.364,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IL,MEPI GT Facility,7858,1,,2021,403,348.03,14867.82,,0.07,0.001,13813.719,0.0591,14.079,0.1171,232430.887,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,MEPI GT Facility,7858,2,,2021,432,372.38,14997.21,,0.075,0.001,14782.738,0.0591,14.332,0.11,248745.275,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,MEPI GT Facility,7858,3,,2021,421,361.41,13848.43,,0.073,0.001,14438.447,0.0591,13.24,0.1051,242952.355,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,MEPI GT Facility,7858,4,,2021,480,406.76,8611.7,,0.035,0.001,7009.739,0.0593,5.269,0.084,117950.189,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,MEPI GT Facility,7858,5,,2021,497,432.58,9077.15,,0.038,0.001,7431.601,0.0593,5.718,0.087,125047.393,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
WI,Elk Mound Generating Station,7863,1,,2021,1012,915.92,32207.53,,0.13,0.0008,24378.7,0.0599,10.163,0.0545,406285.9,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Elk Mound Generating Station,7863,2,,2021,1020,919.56,31937.08,,0.126,0.0007,23917.7,0.06,9.86,0.0514,397637.1,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
NY,Glenwood Landing Energy Center,7869,UGT012,,2021,2487,2115.55,90485.68,,0.297,0.001,52619.82,0.0594,4.808,0.0348,884208.988,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Glenwood Landing Energy Center,7869,UGT013,,2021,1662,1401.69,60329.21,,0.195,0.001,35303.573,0.0598,3.352,0.0388,589740.348,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
OH,Robert P Mone,7872,1,,2021,797,699.37,93967.83,,0.467,0.0013,58484.6,0.0593,47.156,0.1893,988536.9,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Robert P Mone,7872,2,,2021,813,713.82,96386.02,,0.686,0.0017,60214.8,0.0594,49.907,0.1934,1014790.7,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
OH,Robert P Mone,7872,3,,2021,811,708.29,93720.35,,0.635,0.0017,58823.4,0.0595,53.268,0.2093,991947.0,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
AL,E B Harris Generating Plant,7897,1A,,2021,5451,5325.25,1321567.5,,2.72,0.001,538808.525,0.059,57.803,0.0221,9066467.65,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,E B Harris Generating Plant,7897,1B,,2021,6011,5919.5,1469676.25,,3.018,0.001,597777.775,0.059,52.015,0.0157,10058829.65,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,E B Harris Generating Plant,7897,2A,,2021,3178,3173.5,746929.75,,1.513,0.001,299661.85,0.059,20.855,0.0089,5042389.425,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,E B Harris Generating Plant,7897,2B,,2021,5570,5563.75,1298029.0,,2.623,0.001,519559.075,0.059,35.988,0.0087,8742597.2,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
TX,Sand Hill Energy Center,7900,SH1,,2021,1561,1375.04,54267.18,,0.159,0.001,31458.115,0.0592,12.632,0.0581,529348.881,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sand Hill Energy Center,7900,SH2,,2021,1354,1180.55,48324.11,,0.14,0.001,27636.514,0.0592,4.746,0.0271,465041.698,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sand Hill Energy Center,7900,SH3,,2021,1667,1475.47,56205.71,,0.162,0.001,32073.746,0.0592,12.832,0.0562,539714.704,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sand Hill Energy Center,7900,SH4,,2021,1836,1631.91,63099.95,,0.183,0.001,36335.996,0.0592,11.131,0.0452,611415.381,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sand Hill Energy Center,7900,SH5,,2021,6406,6393.24,1112574.24,,2.566,0.001,508175.097,0.059,51.87,0.0127,8551463.16,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sand Hill Energy Center,7900,SH6,,2021,1354,1181.02,43172.87,,0.125,0.001,24807.321,0.0593,8.525,0.0498,417419.343,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sand Hill Energy Center,7900,SH7,,2021,1392,1221.62,46201.66,,0.133,0.001,26420.947,0.0592,9.712,0.055,444595.763,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,H W Pirkey Power Plant,7902,1,,2021,5585,5567.75,2904776.83,,3131.276,0.7533,3355690.209,0.1088,3030.207,0.1973,30822883.366,Coal,,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology (Dry Bottom only),Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator,Wet Scrubber",Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS, TXSO2"
MO,McCartney Generating Station,7903,MGS1A,,2021,758,654.7,10190.07,,0.037,0.001,7294.493,0.0596,6.816,0.1357,122733.328,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,McCartney Generating Station,7903,MGS1B,,2021,775,668.02,11301.83,,0.04,0.001,7842.962,0.0595,7.564,0.1378,131983.238,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,McCartney Generating Station,7903,MGS2A,,2021,715,626.51,10064.6,,0.036,0.001,7031.271,0.0595,6.41,0.1237,118326.047,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,McCartney Generating Station,7903,MGS2B,,2021,739,639.31,10522.56,,0.037,0.001,7298.14,0.0596,6.498,0.1254,122803.71,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
